TIME,GEO,AIRPOL,INDIC_NV,UNIT,Value,Flag and Footnotes
2014,Slovakia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Slovakia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Slovakia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"132,700",
2014,Slovakia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-132,700",
2014,Slovakia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"33,638,309",
2014,Slovakia,Methane,All NACE branches plus households,Tonne,"173,504.44",
2014,Slovakia,Methane,Production and consumption activities abroad by residents,Tonne,:,
2014,Slovakia,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2014,Slovakia,Methane,Production and consumption activities on the territory by non-residents,Tonne,2.47,
2014,Slovakia,Methane,Adjustments and statistical discrepancy,Tonne,-2.47,
2014,Slovakia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"173,504.44",
2014,Slovakia,Nitrous oxide,All NACE branches plus households,Tonne,"6,727.65",
2014,Slovakia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Slovakia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Slovakia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,3.6,
2014,Slovakia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-3.6,
2014,Slovakia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"6,727.65",
2014,Finland,Carbon dioxide,All NACE branches plus households,Tonne,"50,852,368",
2014,Finland,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"5,071,224",
2014,Finland,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Finland,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"273,443",
2014,Finland,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"1,656,544",
2014,Finland,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"47,711,130",
2014,Finland,Methane,All NACE branches plus households,Tonne,"196,725.98",
2014,Finland,Methane,Production and consumption activities abroad by residents,Tonne,208.28,
2014,Finland,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Finland,Methane,Production and consumption activities on the territory by non-residents,Tonne,12.82,
2014,Finland,Methane,Adjustments and statistical discrepancy,Tonne,141.07,
2014,Finland,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"196,671.59",
2014,Finland,Nitrous oxide,All NACE branches plus households,Tonne,"15,864.46",
2014,Finland,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,131.19,
2014,Finland,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Finland,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,6.61,
2014,Finland,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,37.43,
2014,Finland,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"15,777.31",
2014,Sweden,Carbon dioxide,All NACE branches plus households,Tonne,"50,614,354",
2014,Sweden,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"8,265,250",
2014,Sweden,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Sweden,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"747,867",
2014,Sweden,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"78,585",
2014,Sweden,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"43,175,556",
2014,Sweden,Methane,All NACE branches plus households,Tonne,"189,741.61",
2014,Sweden,Methane,Production and consumption activities abroad by residents,Tonne,63.3,
2014,Sweden,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Sweden,Methane,Production and consumption activities on the territory by non-residents,Tonne,2.3,
2014,Sweden,Methane,Adjustments and statistical discrepancy,Tonne,-142.94,
2014,Sweden,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"189,537.67",
2014,Sweden,Nitrous oxide,All NACE branches plus households,Tonne,"16,122.80",
2014,Sweden,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,420.85,
2014,Sweden,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Sweden,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,35.86,
2014,Sweden,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,-46.84,
2014,Sweden,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"15,690.96",
2014,United Kingdom,Carbon dioxide,All NACE branches plus households,Tonne,"489,124,072",
2014,United Kingdom,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"33,142,053",
2014,United Kingdom,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,United Kingdom,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"21,485,294",
2014,United Kingdom,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-41,158,916",
2014,United Kingdom,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"436,308,397",
2014,United Kingdom,Methane,All NACE branches plus households,Tonne,"2,130,010.73",
2014,United Kingdom,Methane,Production and consumption activities abroad by residents,Tonne,296.67,
2014,United Kingdom,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,United Kingdom,Methane,Production and consumption activities on the territory by non-residents,Tonne,135.83,
2014,United Kingdom,Methane,Adjustments and statistical discrepancy,Tonne,-171.22,
2014,United Kingdom,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"2,129,678.67",
2014,United Kingdom,Nitrous oxide,All NACE branches plus households,Tonne,"66,732.17",
2014,United Kingdom,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,"1,231.71",
2014,United Kingdom,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,United Kingdom,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,773.13,
2014,United Kingdom,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,"-1,445.58",
2014,United Kingdom,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"64,828.01",
2014,Iceland,Carbon dioxide,All NACE branches plus households,Tonne,"4,718,950",
2014,Iceland,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"916,511",
2014,Iceland,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,"13,309",
2014,Iceland,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"294,878",
2014,Iceland,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"-635,601",
2014,Iceland,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"3,461,716",
2014,Iceland,Methane,All NACE branches plus households,Tonne,"24,194.14",
2014,Iceland,Methane,Production and consumption activities abroad by residents,Tonne,25.11,
2014,Iceland,Methane,Fishing vessels operated abroad by residents,Tonne,1.21,
2014,Iceland,Methane,Production and consumption activities on the territory by non-residents,Tonne,47.72,
2014,Iceland,Methane,Adjustments and statistical discrepancy,Tonne,-265.03,
2014,Iceland,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"23,951.71",
2014,Iceland,Nitrous oxide,All NACE branches plus households,Tonne,911.83,
2014,Iceland,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,25.39,
2014,Iceland,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0.35,
2014,Iceland,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,11.17,
2014,Iceland,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,83.12,
2014,Iceland,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,980.73,
2014,Norway,Carbon dioxide,All NACE branches plus households,Tonne,"59,264,503",
2014,Norway,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"14,411,895",
2014,Norway,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Norway,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,0,
2014,Norway,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,"37,890",
2014,Norway,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"44,890,497",
2014,Norway,Methane,All NACE branches plus households,Tonne,"212,881.68",
2014,Norway,Methane,Production and consumption activities abroad by residents,Tonne,860.07,
2014,Norway,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Norway,Methane,Production and consumption activities on the territory by non-residents,Tonne,0,
2014,Norway,Methane,Adjustments and statistical discrepancy,Tonne,0.75,
2014,Norway,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"212,022.35",
2014,Norway,Nitrous oxide,All NACE branches plus households,Tonne,"8,672.91",
2014,Norway,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,380.04,
2014,Norway,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Norway,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,0,
2014,Norway,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,1.2,
2014,Norway,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"8,294.06",
2014,Switzerland,Carbon dioxide,All NACE branches plus households,Tonne,"44,046,349",
2014,Switzerland,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,"7,579,100",
2014,Switzerland,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Switzerland,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,"2,863,161",
2014,Switzerland,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Switzerland,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"39,330,410",
2014,Switzerland,Methane,All NACE branches plus households,Tonne,"199,446.65",
2014,Switzerland,Methane,Production and consumption activities abroad by residents,Tonne,98.2,
2014,Switzerland,Methane,Fishing vessels operated abroad by residents,Tonne,0,
2014,Switzerland,Methane,Production and consumption activities on the territory by non-residents,Tonne,136.77,
2014,Switzerland,Methane,Adjustments and statistical discrepancy,Tonne,0,
2014,Switzerland,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"199,485.21",
2014,Switzerland,Nitrous oxide,All NACE branches plus households,Tonne,"8,176.95",
2014,Switzerland,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,193.72,
2014,Switzerland,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,0,
2014,Switzerland,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,54.72,
2014,Switzerland,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,0,
2014,Switzerland,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"8,037.96",
2014,Serbia,Carbon dioxide,All NACE branches plus households,Tonne,"40,411,989",
2014,Serbia,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Serbia,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Serbia,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Serbia,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,:,
2014,Serbia,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"40,411,989",
2014,Serbia,Methane,All NACE branches plus households,Tonne,"334,726.81",
2014,Serbia,Methane,Production and consumption activities abroad by residents,Tonne,:,
2014,Serbia,Methane,Fishing vessels operated abroad by residents,Tonne,:,
2014,Serbia,Methane,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Serbia,Methane,Adjustments and statistical discrepancy,Tonne,:,
2014,Serbia,Methane,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"334,726.81",
2014,Serbia,Nitrous oxide,All NACE branches plus households,Tonne,"3,709.40",
2014,Serbia,Nitrous oxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Serbia,Nitrous oxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Serbia,Nitrous oxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Serbia,Nitrous oxide,Adjustments and statistical discrepancy,Tonne,:,
2014,Serbia,Nitrous oxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"3,709.40",
2014,Turkey,Carbon dioxide,All NACE branches plus households,Tonne,"361,675,461",
2014,Turkey,Carbon dioxide,Production and consumption activities abroad by residents,Tonne,:,
2014,Turkey,Carbon dioxide,Fishing vessels operated abroad by residents,Tonne,:,
2014,Turkey,Carbon dioxide,Production and consumption activities on the territory by non-residents,Tonne,:,
2014,Turkey,Carbon dioxide,Adjustments and statistical discrepancy,Tonne,:,
2014,Turkey,Carbon dioxide,Total emissions as reported to international conventions (UNFCCC and CLRTAP),Tonne,"361,675,461",
2014,Turkey,Methane,All NACE branches plus households,Tonne,"2,291,384.36",
2014,Turkey,Methane,Production and consumption activities abroad by residents,Tonne,:,
